"Area","Programme","Level","Mode","University","University_URL","Programme_URL","Contact","Language"
"Social sciences","Business management","Master's Programme","full-time programme","Wroclaw University of Economics and Business","http://www.uew.pl/en/","https://study.gov.pl/wroclaw-university-economics-and-business-2","mailto:enrolment@ue.wroc.pl","English"
"Technological sciences","Business management","Bachelor Programme","full-time programme","Lodz University of Technology","https://p.lodz.pl/en","https://study.gov.pl/lodz-university-technology-2","mailto:foreignstudents@info.p.lodz.pl","English"
"Social sciences","Business management","Bachelor Programme","full-time programme","University of Lodz","https://go-poland.pl/university/university-lodz","https://study.gov.pl/university-lodz","mailto:admission@uni.lodz.pl","English"
"Arts","Business management","Master's Programme","full-time programme","WSG University","https://study.gov.pl/university/wsg-university","https://study.gov.pl/wsg-university-4","mailto:interrecruitment@byd.pl","English"
"Social sciences","Business management","Master's Programme","full-time programme","University of Szczecin","http://www.usz.edu.pl","https://study.gov.pl/university-szczecin-4","mailto:admissions@usz.edu.pl","English"
"Technological sciences","Chemical engineering","Master's Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-25","mailto:students.cwm@pw.edu.pl","English"
"Technological sciences","Chemical engineering","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroc-aw-university-technology-0","mailto:admission@pwr.edu.pl","English"
"Science","Chemical engineering","Master's Programme","full-time programme","Rzeszow University of Technology","https://go-poland.pl/university/rzeszow-university-technology","https://study.gov.pl/rzeszow-university-technology-0","mailto:wbuk@prz.edu.pl","English"
"Technological sciences","Chemical technology","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-17","mailto:admission@pwr.edu.pl","English"
"Technological sciences","Chemical technology","Master's Programme","full-time programme","AGH University of Science and Technology","https://go-poland.pl/university/agh-university-science-and-technology","https://study.gov.pl/agh-university-science-and-technology-4","mailto:international.students@agh.edu.pl","English"
"Technological sciences","Chemical technology","Bachelor Programme","full-time programme","Poznan University of Technology","https://go-poland.pl/university/poznan-university-technology","https://study.gov.pl/poznan-university-technology-3","mailto:study@put.poznan.pl","English"
"Technological sciences","Chemical technology","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-25","mailto:admission@pwr.edu.pl","English"
"Technological sciences","Chemical technology","Master's Programme","full-time programme","Poznan University of Technology","https://go-poland.pl/university/poznan-university-technology","https://study.gov.pl/poznan-university-technology-6","mailto:study@put.poznan.pl","English"
"Technological sciences","Chemical technology","Master's Programme","full-time programme","AGH University of Krakow","https://www.agh.edu.pl/","https://study.gov.pl/agh-university-krakow-7","mailto:international.students@agh.edu.pl","English"
"Technological sciences","Chemical technology","Master's Programme","full-time programme","Cracow University of Technology","https://go-poland.pl/university/cracow-university-technology","https://study.gov.pl/cracow-university-technology-2","mailto:adebska@pk.edu.pl","English"
"Technological sciences","Chemistry","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-7","mailto:admission@pwr.edu.pl","English"
"Science","Chemistry","Bachelor Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-1","mailto:whum@ujd.edu.pl","English"
"Technological sciences","Chemistry","Doctoral studies","full-time programme","Military University of Technology","https://go-poland.pl/university/military-university-technology","https://study.gov.pl/military-university-technology","mailto:scudzilo@wat.edu.pl","English"
"Science","Chemistry","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-10","mailto:anna.minikowska@amu.edu.pl","English"
"Science","Chemistry","Bachelor Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-1","mailto:whum@ujd.edu.pl","English"
"Technological sciences","Chemistry","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-7","mailto:admission@pwr.edu.pl","English"
"Science","Chemistry","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-10","mailto:anna.minikowska@amu.edu.pl","English"
"Science","Chemistry","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-1","mailto:study.chem@uwr.edu.pl ","English"
"Science","Chemistry","Master's Programme","full-time programme","Military University of Technology","https://www.wojsko-polskie.pl/wat/en/","https://study.gov.pl/military-university-technology-1","mailto:dorota.weglowska@wat.edu.pl","English"
"Technological sciences","Chemistry","Doctoral studies","full-time programme","Military University of Technology","https://go-poland.pl/university/military-university-technology","https://study.gov.pl/military-university-technology","mailto:scudzilo@wat.edu.pl","English"
"Science","Chemistry","Bachelor Programme","full-time programme","Nicolaus Copernicus University","https://go-poland.pl/university/nicolaus-copernicus-university","https://study.gov.pl/nicolaus-copernicus-university-2","mailto:studywithncu@umk.pl","English"
"Science","Chemistry","Doctoral studies","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-10","mailto:phd-studies@ujd.edu.pl","English"
"Science","Chemistry","Master's Programme","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-2","mailto:kjack@chem.uw.edu.pl","English"
"Science","Chemistry","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-15","mailto:study.chem@uwr.edu.pl ","English"
"Agricultural, forestry and veterinary sciences","Circular Economy","Bachelor Programme","full-time programme","Wroclaw University of Environmental and Life Sciences","https://study.gov.pl/university/wroclaw-university-environmental-and-life-sciences","https://study.gov.pl/wroclaw-university-environmental-and-life-sciences-9","mailto:admission@upwr.edu.pl","English"
"Science","Circular Economy","Bachelor Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-17","mailto:study@polsl.pl","English"
"Technological sciences","Civil engineering","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-3","mailto:study@polsl.pl","English"
"Technological sciences","Civil engineering","Master's Programme","full-time programme","Cracow University of Technology","https://go-poland.pl/university/cracow-university-technology","https://study.gov.pl/cracow-university-technology-0","mailto:agnieszka.piekarz@pk.edu.pl","English"
"Technological sciences","Civil engineering","Bachelor Programme","full-time programme","Cracow University of Technology","https://go-poland.pl/university/cracow-university-technology","https://study.gov.pl/cracow-university-technology-1","mailto:agnieszka.piekarz@pk.edu.pl","English"
"Technological sciences","Civil engineering","Bachelor Programme","full-time programme","Kielce University of Technology","https://international.tu.kielce.pl/","https://study.gov.pl/kielce-university-technology","mailto:international@tu.kielce.pl","English"
"Technological sciences","Civil engineering","Master's Programme","full-time programme","Military University of Technology","https://www.wojsko-polskie.pl/wat/en/master-civilian-studies-geodesy-and-geoinformatics/","https://study.gov.pl/military-university-technology-4","mailto:dziekanat.wig@wat.edu.pl","English"
"Technological sciences","Civil engineering","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroc-aw-university-technology-7","mailto:admission@pwr.edu.pl","English"
