"University","Degree","Level","Language","Credits_Percent","Area","ECTS_Foreign","Cost_per_ECTS","ECTS","Subjects_Foreign","Linguistic_Requirements","Program_Link"
"UNIVERSIDAD DE ZARAGOZA","English Studies","Bachelor","English","90%",NA,"228","41.1","240 (4 years)","49","No specific academic requirements. The study plan in the first academic year includes a course (English Language I) aimed at providing a B2.1 English level to the students passing it","https://estudios.unizar.es/estudio/ver?id=120 "
"UNIVERSIDAD DE LA RIOJA","English studies","Bachelor","English/Français","82,50%",NA,"198","14.6 /credit and 48.64 / credit for foreign students. non-residents from non-EU countries","240 (4 years)","8 courses and the end of degree project","http://www.unirioja.es/estudios/grados/estudios_ingleses/index.shtml",""
"UNIVERSIDAD DE LA RIOJA","Elementary education / Speciality English","Bachelor","English","12,50%",NA,"30","14.6 /credit and 48.64 / credit for foreign students. non-residents from non-EU countries","240 (4 years)","","http://www.unirioja.es/estudios/grados/educacion_primaria/plan.shtml",""
"UNIVERSIDAD DE ALMERÍA","Administration and Business Management","Bachelor","English","40%",NA,"96","12.62","240 (4 years)","16","","http://cms.ual.es/UAL/estudios/grados/GRADO6210"
"UNIVERSIDAD DE ALMERÍA","Economics","Bachelor","English","25%",NA,"60","12.62","240 (4 years)","10","","http://cms.ual.es/UAL/estudios/grados/GRADO6310"
"UNIVERSIDAD DE ALMERÍA","Finance and Accountancy","Bachelor","English","25%",NA,"60","12.62","240 (4 years)","10","","http://cms.ual.es/UAL/estudios/grados/GRADO6010"
"UNIVERSIDAD DE ALMERÍA","Marketing and Market Research","Bachelor","English","25%",NA,"60","12.62","240 (4 years)","10","","http://cms.ual.es/UAL/estudios/grados/GRADO6710"
"UNIVERSIDAD DE ALMERÍA","Tourism","Bachelor","English","12%",NA,"29","12.62","240 (4 years)","3","","http://cms.ual.es/UAL/estudios/grados/GRADO6410"
"UNIVERSIDAD DE ALMERÍA","Tourism","Bachelor","French","10%",NA,"24","12.63","241 (4 years)","3","","http://cms.ual.es/UAL/estudios/grados/GRADO6411"
"UNIVERSIDAD DE ALMERÍA","Tourism","Bachelor","German","10%",NA,"24","12.64","242 (4 years)","3","","http://cms.ual.es/UAL/estudios/grados/GRADO6412"
"UNIVERSIDAD DE ALMERÍA","Physiotherapy","Bachelor","English","0,40%",NA,"1","12.62","240 (4 years)","0","","http://cms.ual.es/UAL/estudios/grados/GRADO2209"
"UNIVERSIDAD DE ALMERÍA","Psychology","Bachelor","English","2%",NA,"4","12.62","240 (4 years)","0","","http://cms.ual.es/UAL/estudios/grados/GRADO1410"
"UNIVERSIDAD DE ALMERÍA","Agricultural Engineering","Bachelor","English","12%",NA,"29","12.62","240 (4 years)","4","","http://cms.ual.es/UAL/estudios/grados/GRADO2515"
"UNIVERSIDAD DE ALMERÍA","Information Technology","Bachelor","English","4,30%",NA,"10.5","12.62","240 (4 years)","0","","http://cms.ual.es/UAL/estudios/grados/GRADO4015"
"UNIVERSIDAD DE ALMERÍA","Industrial Chemical Engineering","Bachelor","English","3%",NA,"6","12.62","240 (4 years)","1","","http://cms.ual.es/UAL/estudios/grados/GRADO4410"
"UNIVERSIDAD DE ALMERÍA","Environmental Sciences","Bachelor","English","10%",NA,"24","12.62","240 (4 years)","3","","http://cms.ual.es/UAL/estudios/grados/GRADO4509"
"UNIVERSIDAD DE ALMERÍA","Bachelor's  Chemistry","Bachelor","English","3%",NA,"7.37","12.62","240 (4 years)","0","","http://cms.ual.es/UAL/estudios/grados/GRADO0509"
"UNIVERSIDAD DE ALMERÍA","Social Work","Bachelor","English","0,75%",NA,"1.8","12.62","240 (4 years)","0","","http://cms.ual.es/UAL/estudios/grados/GRADO6810"
"UNIVERSIDAD DE ALMERÍA","Physical Activity and Sport Sciences","Bachelor","English","0,80%",NA,"2","12.62","240 (4 years)","0","","http://cms.ual.es/UAL/estudios/grados/GRADO6912"
"UNIVERSIDAD DE ALMERÍA","Infant Education","Bachelor","English","4,10%",NA,"10","12.62","240 (4 years)","1","","http://cms.ual.es/UAL/estudios/grados/GRADO1915"
"UNIVERSIDAD DE ALMERÍA","Infant Education","Bachelor","French","3%",NA,"6","12.63","241 (4 years)","1","",""
"UNIVERSIDAD DE ALMERÍA","English Studies","Bachelor","English","58%",NA,"140","12.62","240 (4 years)","23","","http://cms.ual.es/UAL/estudios/grados/GRADO3110"
"UNIVERSIDAD DE ALMERÍA","English Studies","Bachelor","French","10%",NA,"24","12.63","241 (4 years)","4","","http://cms.ual.es/UAL/estudios/grados/GRADO3111"
"UNIVERSIDAD DE ALMERÍA","English Studies","Bachelor","German","10%",NA,"24","12.64","242 (4 years)","4","","http://cms.ual.es/UAL/estudios/grados/GRADO3112"
"UNIVERSIDAD DE ALMERÍA","English Studies","Bachelor","Arabic","10%",NA,"24","12.65","243 (4 years)","4","","http://cms.ual.es/UAL/estudios/grados/GRADO3113"
"UNIVERSIDAD DE MÁLAGA","Business Administration and Management","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","http://www.uma.es/grado-en-administracion-y-direccion-de-empresas"
"UNIVERSIDAD DE MÁLAGA","Economics","Bachelor","English","12,50%",NA,"30","","240 (4 years)","4","B1","http://www.uma.es/grado-en-economia"
"UNIVERSIDAD DE MÁLAGA","Economics and Business Administration and Management","Bachelor","English","23,40%",NA,"66","","282","11","B1","http://www.uma.es/doble-grado-en-economia-y-administracion-y-direccion-de-empresas/"
"UNIVERSIDAD DE MÁLAGA","Medicine","Bachelor","English","5%",NA,"18","","360","4","B1","http://www.uma.es/grado-en-medicina"
"UNIVERSIDAD DE MÁLAGA","Mathematics","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","http://www.uma.es/grado-en-matematicas"
"UNIVERSIDAD DE MÁLAGA","Chemical Engineering","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","http://www.uma.es/grado-en-ingenieria-quimica/"
"UNIVERSIDAD DE MÁLAGA","Biochemistry","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","http://www.uma.es/grado-bioquimica/"
"UNIVERSIDAD DE MÁLAGA","Philosophy","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","http://www.uma.es/grado-en-filosofia"
"UNIVERSIDAD DE MÁLAGA","Criminology","Bachelor","English","5%",NA,"12","","240 (4 years)","2","B1","http://www.uma.es/grado-en-criminologia"
"UNIVERSIDAD DE MÁLAGA","Law","Bachelor","English","15,80%",NA,"38","","240 (4 years)","6","B1","http://www.uma.es/grado-en-derecho"
"UNIVERSIDAD DE MÁLAGA","Computer Science Engineering","Bachelor","English","32,50%",NA,"78","","240 (4 years)","13","B1 (English)","http://www.uma.es/grado-en-ingenieria-informatica"
"UNIVERSIDAD DE MÁLAGA","Software Engineering","Bachelor","English","32,50%",NA,"78","","240 (4 years)","13","B1 (English)","http://www.uma.es/grado-en-ingenieria-del-software"
"UNIVERSIDAD DE MÁLAGA","Computer Engineering","Bachelor","English","32,50%",NA,"78","","240 (4 years)","13","B1 (English)","http://www.uma.es/grado-en-ingenieria-de-computadores"
"UNIVERSIDAD DE MÁLAGA","Health Engineering","Bachelor","English","6,20%",NA,"15","","240 (4 years)","3","B1","http://www.uma.es/grado-en-ingenieria-de-la-salud"
"UNIVERSIDAD DE MÁLAGA","Telecommunications Engineering Technology","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","http://www.uma.es/grado-en-ingenieria-de-tecnologias-de-telecomunicacion"
"UNIVERSIDAD DE MÁLAGA","Primary Education","Bachelor","English","52%",NA,"125","","240 (4 years)","20","B1","http://www.uma.es/grado-en-educacion-primaria"
"UNIVERSIDAD DE MÁLAGA","Psycology","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","http://www.uma.es/grado-en-psicologia"
"UNIVERSIDAD DE MÁLAGA","Labour Relations and Human Resources","Bachelor","English","17,50%",NA,"42","","240 (4 years)","7","B1","http://www.uma.es/grado-en-relaciones-laborales-y-recursos-humanos"
"UNIVERSIDAD DE MÁLAGA","Social Work","Bachelor","English","5%",NA,"12","","240 (4 years)","2","B1","http://www.uma.es/grado-en-trabajo-social"
"UNIVERSIDAD DE MÁLAGA","Architecture","Bachelor","English","22%",NA,"66","","300 (5 years)","11","B1","https://www.uma.es/grado-en-fundamentos-de-arquitectura/"
"UNIVERSIDAD DE MÁLAGA","Industrial Design and Product Development","Bachelor","English, German, French","12,50%",NA,"30","","240 (4 years)","5","B1","https://www.uma.es/grado-en-ingenieria-en-diseno-industrial-y-desarrollo-del-producto/"
"UNIVERSIDAD DE MÁLAGA","Industrial Technologies","Bachelor","English, German","10%",NA,"24","","240 (4 years)","4","B1 (English)","https://www.uma.es/grado-en-ingenieria-en-tecnologias-industriales"
"UNIVERSIDAD DE MÁLAGA","Electronics, Robotics and Mechatronics","Bachelor","English","1,80%",NA,"4.5","","240 (4 years)","1","B1","https://www.uma.es/grado-en-ingenieria-electronica-robotica-y-mecatronica"
"UNIVERSIDAD DE MÁLAGA","Marketing and Market Research","Bachelor","English","5%",NA,"12","","240 (4 years)","2","B1","https://www.uma.es/grado-en-marketing-e-investigacion-de-mercados"
"UNIVERSIDAD DE MÁLAGA","Tourism","Bachelor","German, English, French","32,50%",NA,"78","","240 (4 years)","13","B1 (English)","https://www.uma.es/grado-en-turismo"
"UNIVERSIDAD DE MÁLAGA","Hispanic Philology","Bachelor","German, French. English, Italian","40%",NA,"96","","240 (4 years)","16","B1","https://www.uma.es/grado-en-filologia-hispanica"
"UNIVERSIDAD DE MÁLAGA","English Studies","Bachelor","German, English, French, Italian","75%",NA,"180","","240 (4 years)","52","B1 (English)","https://www.uma.es/grado-en-estudios-ingleses"
"UNIVERSIDAD DE MÁLAGA","Classical Philology","Bachelor","German, English, French, Italian","50%",NA,"120","","240 (4 years)","20","B1","https://www.uma.es/grado-en-filologia-clasica"
"UNIVERSIDAD DE MÁLAGA","Mechanical Engineering","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","https://www.uma.es/grado-en-ingenieria-mecanica/"
"UNIVERSIDAD DE MÁLAGA","Electrical Engineering","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","https://www.uma.es/grado-en-ingenieria-electrica/"
"UNIVERSIDAD DE MÁLAGA","Industrial Electronics Engineering","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","https://www.uma.es/grado-en-ingenieria-electronica-industrial/"
"UNIVERSIDAD DE MÁLAGA","Nursing","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","https://www.uma.es/grado-en-enfermeria"
"UNIVERSIDAD DE MÁLAGA","Physiotherapy","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","https://www.uma.es/grado-en-fisioterapia"
"UNIVERSIDAD DE MÁLAGA","Podiatry","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","https://www.uma.es/grado-en-podologia"
"UNIVERSIDAD DE MÁLAGA","Occupational Therapy","Bachelor","English","2,50%",NA,"6","","240 (4 years)","1","B1","https://www.uma.es/grado-en-terapia-ocupacional"
"UNIVERSIDAD EUROPEA DE MADRID","Physiotherapy","Bachelor","Français","100%",NA,"240","190","240 (4 years)","32","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-fisioterapia"
"UNIVERSIDAD EUROPEA DE MADRID","Physiotherapy","Bachelor","Italian","100%",NA,"240","190","240 (4 years)","32","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-fisioterapia"
"UNIVERSIDAD EUROPEA DE MADRID","Fundamentals of Architecture + Master's  Architecture","Bachelor","English","85%",NA,"198","193","360 (6 years)","30","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-fundamentos-de-la-arquitectura-master-universitario-en-arquitectura"
"UNIVERSIDAD EUROPEA DE MADRID","Global Bachelor's in International Relations","Bachelor","Français","100%",NA,"240","190","240 (4 years)","37","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/global-bachelor-s-degree-in-international-relations"
"UNIVERSIDAD EUROPEA DE MADRID","Global Bachelor's in International Business","Bachelor","Italian","100%",NA,"240","190","240 (4 years)","38","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/global-bachelor-s-degree-in-international-business"
"UNIVERSIDAD EUROPEA DE MADRID","Business Management - 100% English","Bachelor","English","100%",NA,"240","152","240 (4 years)","38","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-direccion-y-creacion-de-empresas"
"UNIVERSIDAD EUROPEA DE MADRID","Psychology","Bachelor","English","100%",NA,"240","139","240 (4 years)","37","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-psicologia"
"UNIVERSIDAD EUROPEA DE MADRID","Telecommunication Systems Engineering","Bachelor","English","15%",NA,"240","186","240 (4 years)","34","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-ingenieria-biomedica"
"UNIVERSIDAD EUROPEA DE MADRID","Global Bachelor's  Business Analytics","Bachelor","English","100%",NA,"240","160","240 (4 years)","","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-ingenieria-de-sistemas-de-telecomunicacion"
"UNIVERSIDAD EUROPEA DE MADRID","Business Management","Bachelor","English","42%",NA,"240","152","240 (4 years)","115","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-administracion-y-direccion-de-empresas-ade"
"UNIVERSIDAD EUROPEA DE MADRID","Aerospace Engineering in Aircraft","Bachelor","English","65%",NA,"156","192","240 (4 years)","26","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-ingenieria-aeroespacial-en-aeronaves-2"
"UNIVERSIDAD EUROPEA DE MADRID","Aerospace Engineering in Aircraft + Business Management","Bachelor","English","60%",NA,"252","192","432","42","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/doble-grado-en-ingenieria-aeroespacial-en-aeronaves-administracion-y-direccion-de-empresas"
"UNIVERSIDAD EUROPEA DE MADRID","Industrial Systems Engineering","Bachelor","English","42%",NA,"","191","240 (4 years)","15","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-ingenieria-en-sistemas-industriales"
"UNIVERSIDAD EUROPEA DE MADRID","Audiovisual Communications","Bachelor","English","100%",NA,"240","174","240 (4 years)","44","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-comunicacion-audiovisual"
"UNIVERSIDAD EUROPEA DE MADRID","Global and Strategic Communication","Bachelor","English","100%",NA,"240","","240 (4 years)","50","B2.2",""
"UNIVERSIDAD EUROPEA DE MADRID","Criminology + Psychology","Bachelor","English","100%",NA,"354","152","354","46","B2.2",""
"UNIVERSIDAD EUROPEA DE MADRID","Advertising","Bachelor","English","100%",NA,"240","132","240 (4 years)","44","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-publicidad"
"UNIVERSIDAD EUROPEA DE MADRID","Business Analytics","Bachelor","English","27%",NA,"66","160","240 (4 years)","12","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-business-analytics"
"UNIVERSIDAD EUROPEA DE MADRID","Journalism","Bachelor","English","100%",NA,"240","174","240 (4 years)","46","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-periodismo"
"UNIVERSIDAD EUROPEA DE MADRID","Dentistry","Bachelor","English","100%",NA,"300","297","300 (5 years)","57","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-odontologia"
"UNIVERSIDAD EUROPEA DE MADRID","Marketing","Bachelor","English","100%",NA,"240","152","240 (4 years)","39","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-marketing"
"UNIVERSIDAD EUROPEA DE MADRID","Law","Bachelor","English","53%",NA,"126","152","240 (4 years)","24","B2.2","https://madrid.universidadeuropea.es/estudios-universitarios/grado-en-derecho"
"UNIVERSIDAD EUROPEA DE MADRID","Dentistry","Bachelor","English","90%",NA,"273","253","300 (5 years)","57","B2.2","https://valencia.universidadeuropea.es/estudios-universitarios/grado-en-odontologia"
"UNIVERSIDAD EUROPEA DE MADRID","International Relations","Bachelor","English","100%",NA,"240","145","240 (4 years)","51","B2.2","https://valencia.universidadeuropea.es/estudios-universitarios/grado-en-relaciones-internacionales"
"UNIVERSIDAD EUROPEA DE MADRID","Global in Business Management","Bachelor","English","100%",NA,"240","150","240 (4 years)","36","B2.2","https://valencia.universidadeuropea.es/estudios-universitarios/global-bachelor-s-degree-in-business-management-and-entrepreneurship"
"UNIVERSITAT VIC-UCC","Business Administration and Management","Bachelor","English","40%",NA,"96","84.55","240 (4 years)","15","","https://www.uvic.cat/en/degree/business-administration-and-management "
"UNIVERSITAT VIC-UCC","Business Administration and Management","Bachelor","English","5%",NA,"12","83.7","240 (4 years)","2","","http://www.umanresa.cat/en/business-administration-degree"
"UNIVERSITAT VIC-UCC","Biology","Bachelor","English","25%",NA,"60","89.2","240 (4 years)","9","","https://www.uvic.cat/en/degree/biology "
"UNIVERSITAT VIC-UCC","Biotechnology","Bachelor","English","31%",NA,"75","89.2","240 (4 years)","12","","https://www.uvic.cat/en/degree/biotechnology "
"UNIVERSITAT VIC-UCC","Physical Education and Sports Sciences","Bachelor","English","16%",NA,"37.5","89.2","240 (4 years)","7","","https://www.uvic.cat/en/degree/physical-education-and-sports-sciences "
"UNIVERSITAT VIC-UCC","Audiovisual Communication","Bachelor","English","45%",NA,"108","89.2","240 (4 years)","19","","https://www.uvic.cat/en/degree/audiovisual-communication "
"UNIVERSITAT VIC-UCC","Social Education","Bachelor","English","13%",NA,"30","80.13","240 (4 years)","5","","https://www.uvic.cat/en/degree/social-education "
"UNIVERSITAT VIC-UCC","Nursing","Bachelor","English","3%",NA,"6","89.2","240 (4 years)","1","","https://www.uvic.cat/en/degree/nursing"
