"Title","Subject","Degree","Institution","ECTS","Program_Link","Language"
"Problem Based Learning in Engineering and Science (MPBL), Master","Engineering","Master (1 year) of Master of Problem Based Learning in Engineering and Science","Aalborg University (AAU)",60,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/problem-based-learning-in-engineering-and-science?filters=","English"
"Product Development and Innovation Engineering (MSc)","Economics, commerce, management and accounting
                Engineering","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/product-development-and-innovation-engineering-msc?filters=","English"
"Product Development and Integrative Technology","Architecture, design and visual arts
                Engineering
                Humanities, social sciences, communication and arts","Top-up degree of Product Development and Integrative Technology","KEA - Copenhagen School of Design and Technology",90,"https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/lygten-16/product-development-and-integrative-technology?filters=","English"
"Production Technology","Architecture, design and visual arts","Academy Profession Degree of Production Technology","KEA - Copenhagen School of Design and Technology",120,"https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/lygten-16/production-technology?filters=","English"
"Project Management","Engineering","Summer School of Engineering","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/project-management?filters=","English"
"Public Health","Health care, social services, and care services
                Law, public administration, public order and safety","Master (2 years) of","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/public-health?filters=","English"
"Public Management and Social Development (MSocSc)","Humanities, social sciences, communication and arts
                Law, public administration, public order and safety","Master (2 years) of Science in Social Science","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/public-management-and-social-development-msocsc?filters=","English"
"Quantum Information Science","Mathematics, natural- and computer science","Master (2 years) of","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/quantum-information-science?filters=","English"
"Radiography (exchange programme)","Health care, social services, and care services","Short-term programme of Health Studies","University College of Northern Denmark (UCN)",NA,"https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/radiography-exchange-programme?filters=","English"
"Religious Roots of Europe","","Master (2 years) of Arts in The Religious Roots of Europe","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/south-campus/religious-roots-of-europe?filters=","English"
"Risk and Safety Management, MSc in Technology","Economics, commerce, management and accounting
                Engineering","Master (2 years) of Science in Technology (Risk and Safety Management)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/risk-and-safety-management-msc-in-technology?filters=","English"
"Robot Systems (Advanced Robotics Technology/Drone Technology)","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/robot-systems-advanced-robotics-technology-drone?filters=","English"
"Robotics, MSc in Engineering","Engineering
                Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering (Robotics)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/robotics-msc-in-engineering?filters=","English"
"Robotics: Fundamentals and Applications","Engineering","Summer School of Engineering","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/robotics-fundamentals-and-applications?filters=","English"
"Sales Management (MSc)","Economics, commerce, management and accounting","Master (2 years) of Science in Economics and Business Administration","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/sales-management-msc?filters=","English"
"Science Studies","Mathematics, natural- and computer science","Master (2 years) of Science Studies","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/science-studies?filters=","English"
"SDU International Summer School","Engineering
                Humanities, social sciences, communication and arts
                Mathematics, natural- and computer science","Summer School of","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/sdu-international-summer-school?filters=","English"
"Security Risk Management","Interdisciplinary Studies
                Law, public administration, public order and safety","Master (2 years) of Security Risk Management","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/security-risk-management?filters=","English"
"Service Systems Design, MSc","Engineering
                Hotel, tourism, leisure, transport and logistics
                Humanities, social sciences, communication and arts
                Mathematics, natural- and computer science","Master (2 years) of Science in Service Systems Design","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/service-systems-design-msc?filters=","English"
"Six Sigma Green Belt","Engineering","Summer School of Engineering","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/six-sigma-green-belt?filters=","English"
"Social Entrepreneurship and Management","Humanities, social sciences, communication and arts
                Interdisciplinary Studies","Master (2 years) of innovation, entrepreneurship","Roskilde University (RUC)",NA,"https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/social-entrepreneurship-and-management?filters=","English"
"Social Work","Health care, social services, and care services","Short-term programme of Social Work","University College Copenhagen",NA,"https://studyindenmark.dk/portal/university-college-copenhagen/campus-frederiksberg/social-work?filters=","English"
"Software Design","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts
                Mathematics, natural- and computer science","Master (2 years) of of Science","IT University of Copenhagen (ITU)",120,"https://studyindenmark.dk/portal/it-university-of-copenhagen-itu/kobenhavn/software-design?filters=","English"
"Software Development","Mathematics, natural- and computer science","Top-up degree of Software Development","KEA - Copenhagen School of Design and Technology",90,"https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/guldbergsgade/software-development?filters=","English"
"Software Development (Esbjerg)","Mathematics, natural- and computer science","Top-up degree of Software Development","Business Academy SouthWest",90,"https://studyindenmark.dk/portal/business-academy-southwest/esbjerg/software-development-esbjerg?filters=","English"
"Software Engineering","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/software-engineering?filters=","English"
"Software Engineering","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/software-engineering?filters=","English"
"Software Engineering (BSc)","Engineering","Bachelor of Science in Engineering","University of Southern Denmark (SDU)",180,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/software-engineering-bsc?filters=","English"
"Software Technology Engineering","Engineering
                Mathematics, natural- and computer science","Bachelor of Engineering in Software Technology Engineering","VIA University College",210,"https://studyindenmark.dk/portal/via-university-college/campus-horsens/software-technology-engineering?filters=","English"
"Software, MSc in Engineering","Engineering","Master (2 years) of Master of Science (MSc) in Engineering","Aalborg University (AAU)",NA,"https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/software-msc-in-engineering?filters=","English"
"Soils and Global Change","Agriculture and environment","Master (2 years) of Science in Soils and Global Change","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/soils-and-global-change?filters=","English"
"Songwriting","Music and performing arts","Master (2 years) of Music (MMus)","The Royal Academy of Music - Aarhus/Aalborg",120,"https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aarhus-departement/songwriting?filters=","English"
"Spatial Design","Architecture, design and visual arts","Master (2 years) of Design","Royal Danish Academy -  Architecture, Design and Conservation",120,"https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/spatial-design-21132?filters=","English"
"Spatial Design","Architecture, design and visual arts","Master (2 years) of Architecture","Royal Danish Academy -  Architecture, Design and Conservation",120,"https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/spatial-design?filters=","English"
"Sports and Event Management","Hotel, tourism, leisure, transport and logistics","Master (2 years) of","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/sports-and-event-management?filters=","English"
"Statistics","Mathematics, natural- and computer science","Master (2 years) of Statistics","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/statistics?filters=","English"
"Statistics","Mathematics, natural- and computer science","Master (2 years) of of Science in Statistics","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/statistics?filters=","English"
"Strategic Design & Entrepreneurship","Architecture, design and visual arts","Master (2 years) of Design","Royal Danish Academy -  Architecture, Design and Conservation",120,"https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/strategic-design-entrepreneurship-29919?filters=","English"
"Strategic Design & Entrepreneurship","Architecture, design and visual arts","Master (2 years) of Architecture","Royal Danish Academy -  Architecture, Design and Conservation",120,"https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/strategic-design-entrepreneurship?filters=","English"
"Strategic Design and Entrepreneurship (MSocSc)","Architecture, design and visual arts
                Humanities, social sciences, communication and arts
                Interdisciplinary Studies","Master (2 years) of Science in Social Sciences in Organisational Innovation and Entrepreneurship","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/strategic-design-and-entrepreneurship-msocsc?filters=","English"
"Strategy and Organization","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts","Master (2 years) of Economics and Business Administration - Strategy and Organization","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/strategy-and-organization?filters=","English"
"Strategy, Organisation and Leadership (MSc)","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts","Master (2 years) of Science in Economics and Business Administration","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/strategy-organisation-and-leadership-msc?filters=","English"
"Structural and Civil Engineering, MSc in Engineering","Engineering","Master (2 years) of Science in Engineering (Structural and Civil Engineering)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/structural-and-civil-engineering-msc-in?filters=","English"
"Summer School / Toon Boom Harmony 2D Animation","Architecture, design and visual arts","Summer School of 2d TV animation","VIA University College",10,"https://studyindenmark.dk/portal/via-university-college/campus-aarhus-c/summer-school-toon-boom-harmony-2d-animation?filters=","English"
"Supply Chain Digitalisation","Engineering","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/supply-chain-digitalisation?filters=","English"
"Supply Chain Management (MSc)","Economics, commerce, management and accounting
                Hotel, tourism, leisure, transport and logistics","Master (2 years) of Science in Economics and Business Administration","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/supply-chain-management-msc?filters=","English"
"Surveying and Planning, MSc","Agriculture and environment
                Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Science in Surveying, Planning and Land Management","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg-copenhagen/surveying-and-planning-msc?filters=","English"
"Sustainability Management","Economics, commerce, management and accounting
                Interdisciplinary Studies","Master (2 years) of Economics and Business Administration","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/sustainability-management?filters=","English"
"Sustainability Marketing Summer School in Denmark","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts
                Interdisciplinary Studies","Summer School of Sustainability Marketing","Dania Academy",5,"https://studyindenmark.dk/portal/dania-academy/viborg/sustainability-marketing-summer-school-in-denmark?filters=","English"
"Sustainable Biotechnology, MSc in Engineering","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering (Sustainable Biotechnology)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/sustainable-biotechnology-msc-in-engineering?filters=","English"
"Sustainable Cities, MSc in Engineering","Engineering","Master (2 years) of Science in Engineering (Sustainable Cities)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/sustainable-cities-msc-in-engineering?filters=","English"
"Sustainable Design, MSc in Engineering","Engineering","Master (2 years) of Science in Engineering (Sustainable Design)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/sustainable-design-msc-in-engineering?filters=","English"
"Sustainable Development in Agriculture (Agris Mundus)","Agriculture and environment","Master (2 years) of of Science in Sustainable Development in Agriculture (Agris Mundus)","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/sustainable-development-in-agriculture-agris?filters=","English"
"Sustainable Energy - Systems","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Sustainable Energy - Systems","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/sustainable-energy-systems?filters=","English"
"Sustainable Energy - Technologies","Agriculture and environment
                Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Sustainable Energy - Technologies","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/sustainable-energy-technologies?filters=","English"
"Sustainable Energy Engineering, MSc in Engineering","Engineering","Master (2 years) of Science in Engineering (Sustainable Energy Engineering)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/sustainable-energy-engineering-msc-in-engineering?filters=","English"
"Sustainable Energy Planning and Management, Specialisation of Urban, Energy and Environmental Planning","Engineering
                Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Science (MSc) in Engineering (Urban, Energy and Environmental Planning with specialisation in Sustainable Energy Planning and Management)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/sustainable-energy-planning-and-management?filters=","English"
"Sustainable Fisheries and Aquaculture","Agriculture and environment
                Engineering","Master (2 years) of Science in Sustainable Fisheries and Aquaculture","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-hirtshals-campus/sustainable-fisheries-and-aquaculture?filters=","English"
"Sustainable Heritage Management","Architecture, design and visual arts
                Humanities, social sciences, communication and arts","Master (2 years) of Sustainable Heritage Management","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/sustainable-heritage-management?filters=","English"
"Teacher Education","Teacher's training","Short-term programme of Teacher Education","University College Copenhagen",NA,"https://studyindenmark.dk/portal/university-college-copenhagen/campus-carlsberg/teacher-education?filters=","English"
"Teacher Education - full degree","Teacher's training","Bachelor of Education","University College South Denmark",240,"https://studyindenmark.dk/portal/university-college-south-denmark/haderslev/teacher-education-full-degree?filters=","English"
"Techno-Anthropology, MSc","Humanities, social sciences, communication and arts
                Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Science in Techno-Anthropology","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg-copenhagen/techno-anthropology-msc?filters=","English"
"Technology Based Business Development","Economics, commerce, management and accounting
                Engineering","Master (2 years) of Technology Based Business Development (In Engineering)","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/herning/technology-based-business-development?filters=","English"
"Technology Entrepreneurship","Economics, commerce, management and accounting
                Engineering","Master (2 years) of Master of Science in Technology Entrepreneurship","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus/technology-entrepreneurship?filters=","English"
"The Dark Universe and (neural) Networks","Mathematics, natural- and computer science","Summer School of Physics","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/the-dark-universe-and-neural-networks?filters=","English"
"The Opera Academy - Master","Music and performing arts","Master (2 years) of Voice, specialising in opera","The Royal Danish Academy of Music",120,"https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/the-opera-academy-master?filters=","English"
"Thermal Energy and Process Engineering, Specialisation of Energy Engineering","Engineering","Master (2 years) of Science (MSc) in Engineering (Energy Engineering with specialisation in Thermal Energy and Process Engineering)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/thermal-energy-and-process-engineering?filters=","English"
"Tonmeister/Sound Engineer - Bachelor","Music and performing arts","Bachelor of Tonmeister/Sound Engineer","The Royal Danish Academy of Music",180,"https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/tonmeister-sound-engineer-bachelor?filters=","English"
"Tonmeister/Sound Engineer - Master","Music and performing arts","Master (2 years) of Tonmeister/Sound Engineer","The Royal Danish Academy of Music",120,"https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/tonmeister-sound-engineer-master?filters=","English"
"Tourism, MA","Hotel, tourism, leisure, transport and logistics
                Humanities, social sciences, communication and arts","Master (2 years) of Arts in Tourism","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg-copenhagen/tourism-ma?filters=","English"
"Transnational Entrepreneurship, Ideas and Migration","Economics, commerce, management and accounting","Summer School of Business","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/transnational-entrepreneurship-ideas-and-migration?filters=","English"
"TV and Media Production","Humanities, social sciences, communication and arts","Short-term programme of TV and Media Production","Danish School of Media and Journalism (DMJX)",30,"https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-copenhagen/tv-and-media-production?filters=","English"
"TV Journalism: Video Story telling","Humanities, social sciences, communication and arts","Short-term programme of TV Journalism: Foreign reporting","Danish School of Media and Journalism (DMJX)",30,"https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-aarhus/tv-journalism-video-story-telling?filters=","English"
"UCPH International Summer Programme","Agriculture and environment
                Architecture, design and visual arts
                Economics, commerce, management and accounting
                Health care, social services, and care services
                Humanities, social sciences, communication and arts
                Interdisciplinary Studies
                Law, public administration, public order and safety
                Mathematics, natural- and computer science","Summer School of","University of Copenhagen (UCPH)",10,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/university-of-copenhagen/ucph-international-summer-programme?filters=","English"
"United Nations’ 17 Sustainable Development Goals and Co-Creation","Agriculture and environment
                Health care, social services, and care services
                Humanities, social sciences, communication and arts
                Interdisciplinary Studies
                Law, public administration, public order and safety","Summer School of Sustainable development and co-creation","VIA University College",10,"https://studyindenmark.dk/portal/via-university-college/campus-aarhus-c/united-nations2019-17-sustainable-development?filters=","English"
"Urban Architecture, Specialisation of Urban Design","Architecture, design and visual arts
                Engineering","Master (2 years) of Science (MSc) in Technology (Urban Design with specialisation in Urban Architecture)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/urban-architecture-specialisation-of-urban-design?filters=","English"
"Urban Design","Engineering
                Hotel, tourism, leisure, transport and logistics","Master (2 years) of Science (MSc) in Technology (Urban Design)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/urban-design?filters=","English"
"Urban Planning and Management, Specialisation of Urban, Energy and Environmental Planning","Agriculture and environment
                Engineering
                Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Science (MSc) in Engineering (Urban, Energy and Environmental Planning with specialisation in Urban Planning and Management)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/urban-planning-and-management-specialisation-of?filters=","English"
"Urbanism and Societal Change","Architecture, design and visual arts","Master (2 years) of Architecture","Royal Danish Academy -  Architecture, Design and Conservation",120,"https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/urbanism-and-societal-change?filters=","English"
"Vietnam Summer School","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts
                Interdisciplinary Studies","Summer School of Business and Marketing","Dania Academy",5,"https://studyindenmark.dk/portal/dania-academy/viborg/vietnam-summer-school?filters=","English"
"Visual Game and Media Design","Architecture, design and visual arts","Master (2 years) of Design","Royal Danish Academy -  Architecture, Design and Conservation",120,"https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/visual-game-and-media-design?filters=","English"
"Water and Environment","Agriculture and environment","Master (2 years) of Science in Water and Environment","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/sino-danish-center-beijing-china/water-and-environment?filters=","English"
"Water and Environmental Engineering, MSc in Engineering","Agriculture and environment
                Engineering","Master (2 years) of Science in Engineering (Water and Environmental Engineering)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/water-and-environmental-engineering-msc-in?filters=","English"
"Web Communication Design","Architecture, design and visual arts
                Humanities, social sciences, communication and arts","Master (2 years) of Science in IT, Communication and Organisation","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/kolding/web-communication-design?filters=","English"
"Web Development","Mathematics, natural- and computer science","Top-up degree of Web Development","KEA - Copenhagen School of Design and Technology",90,"https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/guldbergsgade/web-development?filters=","English"
"Web Development","Humanities, social sciences, communication and arts","Top-up degree of Web Development","Copenhagen Business Academy",90,"https://studyindenmark.dk/portal/copenhagen-business-academy/cphbusiness-lyngby/web-development?filters=","English"
"Web Development (Esbjerg)","Architecture, design and visual arts","Top-up degree of Web Development","Business Academy SouthWest",90,"https://studyindenmark.dk/portal/business-academy-southwest/esbjerg/web-development-esbjerg?filters=","English"
"Wind Energy","Engineering","Master (2 years) of Science in Wind Energy","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/wind-energy?filters=","English"
"Wind Energy Master (Online)","Engineering","Master (2 years) of Wind Energy","Technical University of Denmark (DTU)",60,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/wind-energy-master-online?filters=","English"
"Wind Power Generators - Machines, Control, Converters and EMC","Engineering","Summer School of Engineering","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/wind-power-generators-machines-control-converters?filters=","English"
"Wind Power Systems, Specialisation of Energy Engineering","Engineering","Master (2 years) of Science (MSc) in Engineering (Energy Engineering with specialisation in Wind Power Systems)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/wind-power-systems-specialisation-of-energy?filters=","English"
